"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"4656",2,1,3,2,3,1,0,0,-1,-1,2
"4657",1,3,2,3,2,0,0,-1,-1,1,1
"4658",3,2,3,2,1,0,-1,-1,1,1,1
"4659",2,3,2,1,1,-1,-1,1,1,0,1
"4660",3,2,1,1,1,-1,1,1,0,1,1
"4661",2,1,1,1,1,1,1,0,1,-1,1
"4662",1,1,1,1,1,1,0,1,-1,0,2
"4663",1,1,1,1,2,0,1,-1,0,1,3
"4664",1,1,1,2,3,1,-1,0,1,-1,2
"4665",1,1,2,3,2,-1,0,1,-1,0,3
"4666",1,2,3,2,3,0,1,-1,0,-1,2
"4667",2,3,2,3,2,1,-1,0,-1,1,3
"4668",3,2,3,2,3,-1,0,-1,1,0,2
"4669",2,3,2,3,2,0,-1,1,0,1,1
"4670",3,2,3,2,1,-1,1,0,1,0,1
"4671",2,3,2,1,1,1,0,1,0,1,1
"4672",3,2,1,1,1,0,1,0,1,-1,2
"4673",2,1,1,1,2,1,0,1,-1,1,2
"4674",1,1,1,2,2,0,1,-1,1,1,2
"4675",1,1,2,2,2,1,-1,1,1,-1,2
"4676",1,2,2,2,2,-1,1,1,-1,0,1
"4677",2,2,2,2,1,1,1,-1,0,1,1
"4678",2,2,2,1,1,1,-1,0,1,0,1
"4679",2,2,1,1,1,-1,0,1,0,0,3
"4680",2,1,1,1,3,0,1,0,0,0,2
"4681",1,1,1,3,2,1,0,0,0,-1,3
"4682",1,1,3,2,3,0,0,0,-1,0,3
"4683",1,3,2,3,3,0,0,-1,0,-1,3
"4684",3,2,3,3,3,0,-1,0,-1,0,1
"4685",2,3,3,3,1,-1,0,-1,0,0,2
"4686",3,3,3,1,2,0,-1,0,0,-1,2
"4687",3,3,1,2,2,-1,0,0,-1,-1,3
"4688",3,1,2,2,3,0,0,-1,-1,-1,3
"4689",1,2,2,3,3,0,-1,-1,-1,-1,3
"4690",2,2,3,3,3,-1,-1,-1,-1,1,1
"4691",2,3,3,3,1,-1,-1,-1,1,-1,1
"4692",3,3,3,1,1,-1,-1,1,-1,1,1
"4693",3,3,1,1,1,-1,1,-1,1,1,1
"4694",3,1,1,1,1,1,-1,1,1,-1,2
"4695",1,1,1,1,2,-1,1,1,-1,0,2
"4696",1,1,1,2,2,1,1,-1,0,1,2
"4697",1,1,2,2,2,1,-1,0,1,-1,2
"4698",1,2,2,2,2,-1,0,1,-1,1,2
"4699",2,2,2,2,2,0,1,-1,1,0,3
"4700",2,2,2,2,3,1,-1,1,0,0,3
"4701",2,2,2,3,3,-1,1,0,0,1,3
"4702",2,2,3,3,3,1,0,0,1,1,3
"4703",2,3,3,3,3,0,0,1,1,0,3
"4704",3,3,3,3,3,0,1,1,0,1,3
"4705",3,3,3,3,3,1,1,0,1,-1,1
"4706",3,3,3,3,1,1,0,1,-1,1,1
"4707",3,3,3,1,1,0,1,-1,1,-1,1
"4708",3,3,1,1,1,1,-1,1,-1,0,1
"4709",3,1,1,1,1,-1,1,-1,0,-1,1
"4710",1,1,1,1,1,1,-1,0,-1,0,1
"4711",1,1,1,1,1,-1,0,-1,0,0,3
"4712",1,1,1,1,3,0,-1,0,0,1,2
"4713",1,1,1,3,2,-1,0,0,1,-1,3
"4714",1,1,3,2,3,0,0,1,-1,-1,1
"4715",1,3,2,3,1,0,1,-1,-1,0,2
"4716",3,2,3,1,2,1,-1,-1,0,0,3
"4717",2,3,1,2,3,-1,-1,0,0,-1,2
"4718",3,1,2,3,2,-1,0,0,-1,0,3
"4719",1,2,3,2,3,0,0,-1,0,-1,1
"4720",2,3,2,3,1,0,-1,0,-1,0,2
"4721",3,2,3,1,2,-1,0,-1,0,-1,3
"4722",2,3,1,2,3,0,-1,0,-1,0,2
"4723",3,1,2,3,2,-1,0,-1,0,0,1
"4724",1,2,3,2,1,0,-1,0,0,0,1
"4725",2,3,2,1,1,-1,0,0,0,0,2
"4726",3,2,1,1,2,0,0,0,0,-1,2
"4727",2,1,1,2,2,0,0,0,-1,-1,2
"4728",1,1,2,2,2,0,0,-1,-1,1,1
"4729",1,2,2,2,1,0,-1,-1,1,-1,3
"4730",2,2,2,1,3,-1,-1,1,-1,-1,2
"4731",2,2,1,3,2,-1,1,-1,-1,0,3
"4732",2,1,3,2,3,1,-1,-1,0,0,2
"4733",1,3,2,3,2,-1,-1,0,0,0,3
"4734",3,2,3,2,3,-1,0,0,0,-1,2
"4735",2,3,2,3,2,0,0,0,-1,0,3
"4736",3,2,3,2,3,0,0,-1,0,-1,1
"4737",2,3,2,3,1,0,-1,0,-1,0,2
"4738",3,2,3,1,2,-1,0,-1,0,-1,3
"4739",2,3,1,2,3,0,-1,0,-1,0,1
"4740",3,1,2,3,1,-1,0,-1,0,-1,2
"4741",1,2,3,1,2,0,-1,0,-1,0,3
"4742",2,3,1,2,3,-1,0,-1,0,0,2
"4743",3,1,2,3,2,0,-1,0,0,-1,3
"4744",1,2,3,2,3,-1,0,0,-1,0,1
"4745",2,3,2,3,1,0,0,-1,0,0,2
"4746",3,2,3,1,2,0,-1,0,0,-1,3
"4747",2,3,1,2,3,-1,0,0,-1,0,2
"4748",3,1,2,3,2,0,0,-1,0,1,3
"4749",1,2,3,2,3,0,-1,0,1,1,1
"4750",2,3,2,3,1,-1,0,1,1,-1,2
"4751",3,2,3,1,2,0,1,1,-1,-1,3
"4752",2,3,1,2,3,1,1,-1,-1,-1,2
"4753",3,1,2,3,2,1,-1,-1,-1,-1,3
"4754",1,2,3,2,3,-1,-1,-1,-1,0,2
"4755",2,3,2,3,2,-1,-1,-1,0,0,3
"4756",3,2,3,2,3,-1,-1,0,0,-1,2
"4757",2,3,2,3,2,-1,0,0,-1,0,3
"4758",3,2,3,2,3,0,0,-1,0,-1,2
"4759",2,3,2,3,2,0,-1,0,-1,1,3
"4760",3,2,3,2,3,-1,0,-1,1,0,1
"4761",2,3,2,3,1,0,-1,1,0,0,2
"4762",3,2,3,1,2,-1,1,0,0,-1,2
"4763",2,3,1,2,2,1,0,0,-1,-1,2
"4764",3,1,2,2,2,0,0,-1,-1,1,1
"4765",1,2,2,2,1,0,-1,-1,1,-1,1
"4766",2,2,2,1,1,-1,-1,1,-1,0,1
"4767",2,2,1,1,1,-1,1,-1,0,1,2
"4768",2,1,1,1,2,1,-1,0,1,0,3
"4769",1,1,1,2,3,-1,0,1,0,-1,2
"4770",1,1,2,3,2,0,1,0,-1,1,3
"4771",1,2,3,2,3,1,0,-1,1,-1,1
"4772",2,3,2,3,1,0,-1,1,-1,-1,2
"4773",3,2,3,1,2,-1,1,-1,-1,-1,3
"4774",2,3,1,2,3,1,-1,-1,-1,0,2
"4775",3,1,2,3,2,-1,-1,-1,0,-1,3
"4776",1,2,3,2,3,-1,-1,0,-1,-1,1
"4777",2,3,2,3,1,-1,0,-1,-1,-1,2
"4778",3,2,3,1,2,0,-1,-1,-1,-1,3
"4779",2,3,1,2,3,-1,-1,-1,-1,0,2
"4780",3,1,2,3,2,-1,-1,-1,0,-1,3
"4781",1,2,3,2,3,-1,-1,0,-1,-1,1
"4782",2,3,2,3,1,-1,0,-1,-1,-1,2
"4783",3,2,3,1,2,0,-1,-1,-1,-1,3
"4784",2,3,1,2,3,-1,-1,-1,-1,0,2
"4785",3,1,2,3,2,-1,-1,-1,0,-1,3
"4786",1,2,3,2,3,-1,-1,0,-1,-1,1
"4787",2,3,2,3,1,-1,0,-1,-1,-1,2
"4788",3,2,3,1,2,0,-1,-1,-1,-1,3
"4789",2,3,1,2,3,-1,-1,-1,-1,0,1
"4790",3,1,2,3,1,-1,-1,-1,0,1,2
"4791",1,2,3,1,2,-1,-1,0,1,0,3
"4792",2,3,1,2,3,-1,0,1,0,0,1
"4793",3,1,2,3,1,0,1,0,0,1,2
"4794",1,2,3,1,2,1,0,0,1,-1,3
"4795",2,3,1,2,3,0,0,1,-1,0,1
"4796",3,1,2,3,1,0,1,-1,0,1,2
"4797",1,2,3,1,2,1,-1,0,1,0,3
"4798",2,3,1,2,3,-1,0,1,0,0,1
"4799",3,1,2,3,1,0,1,0,0,1,2
"4800",1,2,3,1,2,1,0,0,1,-1,3
"4801",2,3,1,2,3,0,0,1,-1,0,1
"4802",3,1,2,3,1,0,1,-1,0,1,2
"4803",1,2,3,1,2,1,-1,0,1,0,3
"4804",2,3,1,2,3,-1,0,1,0,0,1
"4805",3,1,2,3,1,0,1,0,0,1,2
"4806",1,2,3,1,2,1,0,0,1,-1,3
"4807",2,3,1,2,3,0,0,1,-1,0,2
"4808",3,1,2,3,2,0,1,-1,0,-1,3
"4809",1,2,3,2,3,1,-1,0,-1,-1,2
"4810",2,3,2,3,2,-1,0,-1,-1,0,1
"4811",3,2,3,2,1,0,-1,-1,0,1,1
"4812",2,3,2,1,1,-1,-1,0,1,0,1
"4813",3,2,1,1,1,-1,0,1,0,1,1
"4814",2,1,1,1,1,0,1,0,1,-1,2
"4815",1,1,1,1,2,1,0,1,-1,1,1
"4816",1,1,1,2,1,0,1,-1,1,0,1
"4817",1,1,2,1,1,1,-1,1,0,1,2
"4818",1,2,1,1,2,-1,1,0,1,0,2
"4819",2,1,1,2,2,1,0,1,0,1,2
"4820",1,1,2,2,2,0,1,0,1,-1,2
"4821",1,2,2,2,2,1,0,1,-1,1,3
"4822",2,2,2,2,3,0,1,-1,1,1,2
"4823",2,2,2,3,2,1,-1,1,1,0,2
"4824",2,2,3,2,2,-1,1,1,0,0,2
"4825",2,3,2,2,2,1,1,0,0,0,2
"4826",3,2,2,2,2,1,0,0,0,-1,2
"4827",2,2,2,2,2,0,0,0,-1,0,3
"4828",2,2,2,2,3,0,0,-1,0,0,3
"4829",2,2,2,3,3,0,-1,0,0,-1,3
"4830",2,2,3,3,3,-1,0,0,-1,1,3
"4831",2,3,3,3,3,0,0,-1,1,-1,3
"4832",3,3,3,3,3,0,-1,1,-1,0,3
"4833",3,3,3,3,3,-1,1,-1,0,-1,1
"4834",3,3,3,3,1,1,-1,0,-1,1,1
"4835",3,3,3,1,1,-1,0,-1,1,1,1
"4836",3,3,1,1,1,0,-1,1,1,-1,1
"4837",3,1,1,1,1,-1,1,1,-1,1,2
"4838",1,1,1,1,2,1,1,-1,1,0,2
"4839",1,1,1,2,2,1,-1,1,0,0,2
"4840",1,1,2,2,2,-1,1,0,0,-1,2
"4841",1,2,2,2,2,1,0,0,-1,1,3
"4842",2,2,2,2,3,0,0,-1,1,1,3
"4843",2,2,2,3,3,0,-1,1,1,1,3
"4844",2,2,3,3,3,-1,1,1,1,1,3
"4845",2,3,3,3,3,1,1,1,1,1,1
"4846",3,3,3,3,1,1,1,1,1,1,1
"4847",3,3,3,1,1,1,1,1,1,1,1
"4848",3,3,1,1,1,1,1,1,1,0,2
"4849",3,1,1,1,2,1,1,1,0,0,2
"4850",1,1,1,2,2,1,1,0,0,0,2
"4851",1,1,2,2,2,1,0,0,0,0,3
"4852",1,2,2,2,3,0,0,0,0,-1,2
"4853",2,2,2,3,2,0,0,0,-1,0,3
"4854",2,2,3,2,3,0,0,-1,0,0,1
"4855",2,3,2,3,1,0,-1,0,0,0,2
"4856",3,2,3,1,2,-1,0,0,0,-1,3
"4857",2,3,1,2,3,0,0,0,-1,0,1
"4858",3,1,2,3,1,0,0,-1,0,1,2
"4859",1,2,3,1,2,0,-1,0,1,0,1
"4860",2,3,1,2,1,-1,0,1,0,0,3
"4861",3,1,2,1,3,0,1,0,0,0,2
"4862",1,2,1,3,2,1,0,0,0,-1,3
"4863",2,1,3,2,3,0,0,0,-1,0,1
"4864",1,3,2,3,1,0,0,-1,0,0,2
"4865",3,2,3,1,2,0,-1,0,0,0,3
"4866",2,3,1,2,3,-1,0,0,0,-1,2
"4867",3,1,2,3,2,0,0,0,-1,-1,3
"4868",1,2,3,2,3,0,0,-1,-1,0,2
"4869",2,3,2,3,2,0,-1,-1,0,0,3
"4870",3,2,3,2,3,-1,-1,0,0,-1,1
"4871",2,3,2,3,1,-1,0,0,-1,-1,2
"4872",3,2,3,1,2,0,0,-1,-1,-1,2
"4873",2,3,1,2,2,0,-1,-1,-1,-1,2
"4874",3,1,2,2,2,-1,-1,-1,-1,-1,3
"4875",1,2,2,2,3,-1,-1,-1,-1,-1,2
"4876",2,2,2,3,2,-1,-1,-1,-1,0,3
"4877",2,2,3,2,3,-1,-1,-1,0,0,3
"4878",2,3,2,3,3,-1,-1,0,0,1,3
"4879",3,2,3,3,3,-1,0,0,1,-1,3
"4880",2,3,3,3,3,0,0,1,-1,0,3
"4881",3,3,3,3,3,0,1,-1,0,-1,3
"4882",3,3,3,3,3,1,-1,0,-1,0,3
"4883",3,3,3,3,3,-1,0,-1,0,-1,3
"4884",3,3,3,3,3,0,-1,0,-1,0,3
"4885",3,3,3,3,3,-1,0,-1,0,-1,2
"4886",3,3,3,3,2,0,-1,0,-1,-1,3
"4887",3,3,3,2,3,-1,0,-1,-1,0,2
"4888",3,3,2,3,2,0,-1,-1,0,1,3
"4889",3,2,3,2,3,-1,-1,0,1,-1,1
"4890",2,3,2,3,1,-1,0,1,-1,-1,2
"4891",3,2,3,1,2,0,1,-1,-1,-1,3
"4892",2,3,1,2,3,1,-1,-1,-1,0,2
"4893",3,1,2,3,2,-1,-1,-1,0,-1,3
"4894",1,2,3,2,3,-1,-1,0,-1,-1,1
"4895",2,3,2,3,1,-1,0,-1,-1,-1,2
"4896",3,2,3,1,2,0,-1,-1,-1,-1,3
"4897",2,3,1,2,3,-1,-1,-1,-1,0,2
"4898",3,1,2,3,2,-1,-1,-1,0,-1,3
"4899",1,2,3,2,3,-1,-1,0,-1,-1,2
"4900",2,3,2,3,2,-1,0,-1,-1,0,3
"4901",3,2,3,2,3,0,-1,-1,0,0,2
"4902",2,3,2,3,2,-1,-1,0,0,1,3
"4903",3,2,3,2,3,-1,0,0,1,-1,2
"4904",2,3,2,3,2,0,0,1,-1,1,3
"4905",3,2,3,2,3,0,1,-1,1,0,2
"4906",2,3,2,3,2,1,-1,1,0,0,3
"4907",3,2,3,2,3,-1,1,0,0,-1,2
"4908",2,3,2,3,2,1,0,0,-1,0,3
"4909",3,2,3,2,3,0,0,-1,0,-1,1
"4910",2,3,2,3,1,0,-1,0,-1,0,2
"4911",3,2,3,1,2,-1,0,-1,0,-1,2
"4912",2,3,1,2,2,0,-1,0,-1,-1,2
"4913",3,1,2,2,2,-1,0,-1,-1,0,1
"4914",1,2,2,2,1,0,-1,-1,0,0,1
"4915",2,2,2,1,1,-1,-1,0,0,0,3
"4916",2,2,1,1,3,-1,0,0,0,-1,1
"4917",2,1,1,3,1,0,0,0,-1,1,3
"4918",1,1,3,1,3,0,0,-1,1,0,1
"4919",1,3,1,3,1,0,-1,1,0,0,3
"4920",3,1,3,1,3,-1,1,0,0,0,1
"4921",1,3,1,3,1,1,0,0,0,1,3
"4922",3,1,3,1,3,0,0,0,1,0,2
"4923",1,3,1,3,2,0,0,1,0,-1,3
"4924",3,1,3,2,3,0,1,0,-1,-1,2
"4925",1,3,2,3,2,1,0,-1,-1,0,3
"4926",3,2,3,2,3,0,-1,-1,0,1,2
"4927",2,3,2,3,2,-1,-1,0,1,0,3
"4928",3,2,3,2,3,-1,0,1,0,-1,1
"4929",2,3,2,3,1,0,1,0,-1,0,2
"4930",3,2,3,1,2,1,0,-1,0,1,3
"4931",2,3,1,2,3,0,-1,0,1,1,2
"4932",3,1,2,3,2,-1,0,1,1,0,3
"4933",1,2,3,2,3,0,1,1,0,-1,1
"4934",2,3,2,3,1,1,1,0,-1,-1,2
"4935",3,2,3,1,2,1,0,-1,-1,-1,3
"4936",2,3,1,2,3,0,-1,-1,-1,0,2
"4937",3,1,2,3,2,-1,-1,-1,0,-1,3
"4938",1,2,3,2,3,-1,-1,0,-1,-1,1
"4939",2,3,2,3,1,-1,0,-1,-1,-1,2
"4940",3,2,3,1,2,0,-1,-1,-1,-1,3
"4941",2,3,1,2,3,-1,-1,-1,-1,0,2
"4942",3,1,2,3,2,-1,-1,-1,0,-1,3
"4943",1,2,3,2,3,-1,-1,0,-1,-1,2
"4944",2,3,2,3,2,-1,0,-1,-1,0,1
"4945",3,2,3,2,1,0,-1,-1,0,1,1
"4946",2,3,2,1,1,-1,-1,0,1,0,1
"4947",3,2,1,1,1,-1,0,1,0,1,1
"4948",2,1,1,1,1,0,1,0,1,-1,2
"4949",1,1,1,1,2,1,0,1,-1,1,2
"4950",1,1,1,2,2,0,1,-1,1,1,2
"4951",1,1,2,2,2,1,-1,1,1,-1,3
"4952",1,2,2,2,3,-1,1,1,-1,1,3
"4953",2,2,2,3,3,1,1,-1,1,1,3
"4954",2,2,3,3,3,1,-1,1,1,1,1
"4955",2,3,3,3,1,-1,1,1,1,-1,1
"4956",3,3,3,1,1,1,1,1,-1,-1,1
"4957",3,3,1,1,1,1,1,-1,-1,0,1
"4958",3,1,1,1,1,1,-1,-1,0,-1,2
"4959",1,1,1,1,2,-1,-1,0,-1,1,3
"4960",1,1,1,2,3,-1,0,-1,1,0,3
"4961",1,1,2,3,3,0,-1,1,0,0,3
"4962",1,2,3,3,3,-1,1,0,0,0,1
"4963",2,3,3,3,1,1,0,0,0,0,1
"4964",3,3,3,1,1,0,0,0,0,1,1
"4965",3,3,1,1,1,0,0,0,1,1,2
"4966",3,1,1,1,2,0,0,1,1,0,2
"4967",1,1,1,2,2,0,1,1,0,1,2
"4968",1,1,2,2,2,1,1,0,1,0,2
"4969",1,2,2,2,2,1,0,1,0,0,3
"4970",2,2,2,2,3,0,1,0,0,-1,3
"4971",2,2,2,3,3,1,0,0,-1,1,3
"4972",2,2,3,3,3,0,0,-1,1,0,3
"4973",2,3,3,3,3,0,-1,1,0,1,1
"4974",3,3,3,3,1,-1,1,0,1,0,1
"4975",3,3,3,1,1,1,0,1,0,0,1
"4976",3,3,1,1,1,0,1,0,0,-1,3
"4977",3,1,1,1,3,1,0,0,-1,-1,3
"4978",1,1,1,3,3,0,0,-1,-1,1,3
"4979",1,1,3,3,3,0,-1,-1,1,1,3
"4980",1,3,3,3,3,-1,-1,1,1,-1,2
"4981",3,3,3,3,2,-1,1,1,-1,-1,2
"4982",3,3,3,2,2,1,1,-1,-1,0,2
"4983",3,3,2,2,2,1,-1,-1,0,0,2
"4984",3,2,2,2,2,-1,-1,0,0,1,2
"4985",2,2,2,2,2,-1,0,0,1,0,2
"4986",2,2,2,2,2,0,0,1,0,-1,1
"4987",2,2,2,2,1,0,1,0,-1,0,2
"4988",2,2,2,1,2,1,0,-1,0,1,3
"4989",2,2,1,2,3,0,-1,0,1,0,2
"4990",2,1,2,3,2,-1,0,1,0,1,3
"4991",1,2,3,2,3,0,1,0,1,-1,1
"4992",2,3,2,3,1,1,0,1,-1,-1,2
"4993",3,2,3,1,2,0,1,-1,-1,-1,3
"4994",2,3,1,2,3,1,-1,-1,-1,0,2
"4995",3,1,2,3,2,-1,-1,-1,0,-1,3
"4996",1,2,3,2,3,-1,-1,0,-1,-1,1
"4997",2,3,2,3,1,-1,0,-1,-1,-1,2
"4998",3,2,3,1,2,0,-1,-1,-1,-1,3
"4999",2,3,1,2,3,-1,-1,-1,-1,0,2
"5000",3,1,2,3,2,-1,-1,-1,0,-1,3
"5001",1,2,3,2,3,-1,-1,0,-1,-1,1
"5002",2,3,2,3,1,-1,0,-1,-1,-1,2
"5003",3,2,3,1,2,0,-1,-1,-1,-1,3
"5004",2,3,1,2,3,-1,-1,-1,-1,0,2
"5005",3,1,2,3,2,-1,-1,-1,0,-1,3
"5006",1,2,3,2,3,-1,-1,0,-1,-1,2
"5007",2,3,2,3,2,-1,0,-1,-1,0,3
"5008",3,2,3,2,3,0,-1,-1,0,0,1
"5009",2,3,2,3,1,-1,-1,0,0,0,2
"5010",3,2,3,1,2,-1,0,0,0,-1,3
"5011",2,1,3,3,1,0,-1,1,1,-1,3
"5012",1,3,3,1,3,-1,1,1,-1,-1,3
"5013",3,3,1,3,3,1,1,-1,-1,0,1
"5014",3,1,3,3,1,1,-1,-1,0,0,3
"5015",1,3,3,1,3,-1,-1,0,0,-1,1
"5016",3,3,1,3,1,-1,0,0,-1,1,1
"5017",3,1,3,1,1,0,0,-1,1,0,3
"5018",1,3,1,1,3,0,-1,1,0,1,1
"5019",3,1,1,3,1,-1,1,0,1,1,3
"5020",1,1,3,1,3,1,0,1,1,0,3
"5021",1,3,1,3,3,0,1,1,0,0,1
"5022",3,1,3,3,1,1,1,0,0,0,3
"5023",1,3,3,1,3,1,0,0,0,0,2
"5024",3,3,1,3,2,0,0,0,0,-1,3
"5025",3,1,3,2,3,0,0,0,-1,-1,1
"5026",1,3,2,3,1,0,0,-1,-1,-1,1
"5027",3,2,3,1,1,0,-1,-1,-1,0,2
"5028",2,3,1,1,2,-1,-1,-1,0,0,1
"5029",3,1,1,2,1,-1,-1,0,0,1,3
"5030",1,1,2,1,3,-1,0,0,1,-1,2
"5031",1,2,1,3,2,0,0,1,-1,-1,1
"5032",2,1,3,2,1,0,1,-1,-1,0,3
"5033",1,3,2,1,3,1,-1,-1,0,-1,2
"5034",3,2,1,3,2,-1,-1,0,-1,-1,1
"5035",2,1,3,2,1,-1,0,-1,-1,0,3
"5036",1,3,2,1,3,0,-1,-1,0,-1,2
"5037",3,2,1,3,2,-1,-1,0,-1,-1,1
"5038",2,1,3,2,1,-1,0,-1,-1,0,3
"5039",1,3,2,1,3,0,-1,-1,0,-1,2
"5040",3,2,1,3,2,-1,-1,0,-1,-1,3
"5041",2,1,3,2,3,-1,0,-1,-1,-1,2
"5042",1,3,2,3,2,0,-1,-1,-1,1,3
"5043",3,2,3,2,3,-1,-1,-1,1,-1,1
"5044",2,3,2,3,1,-1,-1,1,-1,1,2
"5045",3,2,3,1,2,-1,1,-1,1,1,3
"5046",2,3,1,2,3,1,-1,1,1,-1,1
"5047",3,1,2,3,1,-1,1,1,-1,1,2
"5048",1,2,3,1,2,1,1,-1,1,-1,1
"5049",2,3,1,2,1,1,-1,1,-1,0,1
"5050",3,1,2,1,1,-1,1,-1,0,-1,1
"5051",1,2,1,1,1,1,-1,0,-1,-1,1
"5052",2,1,1,1,1,-1,0,-1,-1,-1,1
"5053",1,1,1,1,1,0,-1,-1,-1,0,2
"5054",1,1,1,1,2,-1,-1,-1,0,0,2
"5055",1,1,1,2,2,-1,-1,0,0,-1,2
"5056",1,1,2,2,2,-1,0,0,-1,-1,2
"5057",1,2,2,2,2,0,0,-1,-1,1,3
"5058",2,2,2,2,3,0,-1,-1,1,-1,3
"5059",2,2,2,3,3,-1,-1,1,-1,-1,3
"5060",2,2,3,3,3,-1,1,-1,-1,-1,3
"5061",2,3,3,3,3,1,-1,-1,-1,-1,3
"5062",3,3,3,3,3,-1,-1,-1,-1,-1,3
"5063",3,3,3,3,3,-1,-1,-1,-1,-1,3
"5064",3,3,3,3,3,-1,-1,-1,-1,-1,3
"5065",3,3,3,3,3,-1,-1,-1,-1,-1,3
"5066",3,3,3,3,3,-1,-1,-1,-1,-1,2
"5067",3,3,3,3,2,-1,-1,-1,-1,1,3
"5068",3,3,3,2,3,-1,-1,-1,1,-1,1
"5069",3,3,2,3,1,-1,-1,1,-1,-1,2
"5070",3,2,3,1,2,-1,1,-1,-1,1,3
"5071",2,3,1,2,3,1,-1,-1,1,-1,3
"5072",3,1,2,3,3,-1,-1,1,-1,0,3
"5073",1,2,3,3,3,-1,1,-1,0,-1,3
"5074",2,3,3,3,3,1,-1,0,-1,-1,1
"5075",3,3,3,3,1,-1,0,-1,-1,0,3
"5076",3,3,3,1,3,0,-1,-1,0,1,3
"5077",3,3,1,3,3,-1,-1,0,1,0,3
"5078",3,1,3,3,3,-1,0,1,0,-1,2
"5079",1,3,3,3,2,0,1,0,-1,1,2
"5080",3,3,3,2,2,1,0,-1,1,1,2
"5081",3,3,2,2,2,0,-1,1,1,-1,1
"5082",3,2,2,2,1,-1,1,1,-1,0,2
"5083",2,2,2,1,2,1,1,-1,0,0,3
"5084",2,2,1,2,3,1,-1,0,0,-1,2
"5085",2,1,2,3,2,-1,0,0,-1,-1,3
"5086",1,2,3,2,3,0,0,-1,-1,-1,1
"5087",2,3,2,3,1,0,-1,-1,-1,-1,1
"5088",3,2,3,1,1,-1,-1,-1,-1,0,2
"5089",2,3,1,1,2,-1,-1,-1,0,0,2
"5090",3,1,1,2,2,-1,-1,0,0,-1,2
"5091",1,1,2,2,2,-1,0,0,-1,1,3
"5092",1,2,2,2,3,0,0,-1,1,-1,2
"5093",2,2,2,3,2,0,-1,1,-1,0,3
"5094",2,2,3,2,3,-1,1,-1,0,-1,2
"5095",2,3,2,3,2,1,-1,0,-1,0,3
"5096",3,2,3,2,3,-1,0,-1,0,-1,1
"5097",2,3,2,3,1,0,-1,0,-1,-1,2
"5098",3,2,3,1,2,-1,0,-1,-1,-1,2
"5099",2,3,1,2,2,0,-1,-1,-1,-1,1
"5100",3,1,2,2,1,-1,-1,-1,-1,1,2
"5101",1,2,2,1,2,-1,-1,-1,1,1,2
"5102",2,2,1,2,2,-1,-1,1,1,-1,3
"5103",2,1,2,2,3,-1,1,1,-1,0,2
"5104",1,2,2,3,2,1,1,-1,0,-1,3
"5105",2,2,3,2,3,1,-1,0,-1,-1,2
"5106",2,3,2,3,2,-1,0,-1,-1,-1,2
"5107",3,2,3,2,2,0,-1,-1,-1,1,2
"5108",2,3,2,2,2,-1,-1,-1,1,-1,3
"5109",3,2,2,2,3,-1,-1,1,-1,-1,3
"5110",2,2,2,3,3,-1,1,-1,-1,0,3
"5111",2,2,3,3,3,1,-1,-1,0,-1,3
"5112",2,3,3,3,3,-1,-1,0,-1,-1,3
"5113",3,3,3,3,3,-1,0,-1,-1,-1,2
"5114",3,3,3,3,2,0,-1,-1,-1,1,3
"5115",3,3,3,2,3,-1,-1,-1,1,-1,1
"5116",3,3,2,3,1,-1,-1,1,-1,-1,3
"5117",3,2,3,1,3,-1,1,-1,-1,-1,1
"5118",2,3,1,3,1,1,-1,-1,-1,1,3
"5119",3,1,3,1,3,-1,-1,-1,1,-1,1
"5120",1,3,1,3,1,-1,-1,1,-1,1,3
"5121",3,1,3,1,3,-1,1,-1,1,-1,2
"5122",1,3,1,3,2,1,-1,1,-1,-1,3
"5123",3,1,3,2,3,-1,1,-1,-1,-1,2
"5124",1,3,2,3,2,1,-1,-1,-1,1,3
"5125",3,2,3,2,3,-1,-1,-1,1,-1,1
"5126",2,3,2,3,1,-1,-1,1,-1,1,2
"5127",3,2,3,1,2,-1,1,-1,1,1,3
"5128",2,3,1,2,3,1,-1,1,1,-1,2
"5129",3,1,2,3,2,-1,1,1,-1,-1,3
"5130",1,2,3,2,3,1,1,-1,-1,-1,2
"5131",2,3,2,3,2,1,-1,-1,-1,0,1
"5132",3,2,3,2,1,-1,-1,-1,0,0,2
"5133",2,3,2,1,2,-1,-1,0,0,0,3
"5134",3,2,1,2,3,-1,0,0,0,0,2
"5135",2,1,2,3,2,0,0,0,0,-1,3
"5136",1,2,3,2,3,0,0,0,-1,-1,1
"5137",2,3,2,3,1,0,0,-1,-1,-1,2
"5138",3,2,3,1,2,0,-1,-1,-1,1,3
"5139",2,3,1,2,3,-1,-1,-1,1,0,2
"5140",3,1,2,3,2,-1,-1,1,0,-1,3
"5141",1,2,3,2,3,-1,1,0,-1,-1,1
"5142",2,3,2,3,1,1,0,-1,-1,1,2
"5143",3,2,3,1,2,0,-1,-1,1,-1,3
"5144",2,3,1,2,3,-1,-1,1,-1,0,2
"5145",3,1,2,3,2,-1,1,-1,0,-1,3
"5146",1,2,3,2,3,1,-1,0,-1,-1,1
"5147",2,3,2,3,1,-1,0,-1,-1,-1,2
"5148",3,2,3,1,2,0,-1,-1,-1,1,3
"5149",2,3,1,2,3,-1,-1,-1,1,0,2
"5150",3,1,2,3,2,-1,-1,1,0,-1,3
